Product ID,Name,Price (₹),MRP (₹),Unit,Assigned Restaurant / Outlet (Type: Grocery / Wedson Restaurant / A.S. Restaurant / Bal Udyan Restaurant),Category Name,Tags,Stock Qty,Is Available (TRUE/FALSE)
cmqi2xyx5000004jj44kl54wt,"Manchurian",95,95,"1 Plate","A.S. Restaurant","Fruits & Vegetables","chinese, chinese, chinese-cuisine, chinese cuisine, veg, restaurant, restaurant",999,TRUE
cmqj0wlgv000004l73497qs1g,"Mango(Dasehri Aam)",59,65,"1 kg","Grocery / Kirana","Fruits & Vegetables","fresh, fruits, vegetables",46,FALSE
cmqj0ojv4000004l2g2zys19f,"Mango(Tota  Aam)",50,55,"1 kg","Grocery / Kirana","Fruits & Vegetables","fresh, fruits, vegetables",50,FALSE
cmqhr6jb4000004kyqmmyp7vt,"Margherita Pizza",99,109,"Qty 1","A.S. Restaurant","Fruits & Vegetables","pizza, restaurant",999,TRUE
cmrlmuw8i000104l74y76d28i,"Matar Mushroom ",249,249,"1 Pc","Wedson Restaurant","Fruits & Vegetables","restaurant, main-course",999,TRUE
cmrlmr8xn000a04l50b7umfb1,"Matar Paneer",239,239,"1 Pc","Wedson Restaurant","Fruits & Vegetables","main-course, restaurant",999,TRUE
cmsdmgnrz000604l7peuxmqsb,"Matar Paneer ",200,200,"1 Pc","Bal Udyan Restaurant","Fruits & Vegetables","main-course, restaurant",998,TRUE
cmrmf5oj6000204jockdd0qni,"Matar Pulav",139,139,"1 Pc","Wedson Restaurant","Fruits & Vegetables","restaurant, basmati-rice-/-biryani",999,TRUE
cmse842fn000904l8r120d3v6,"Missi Roti",25,25,"1 Pc","Bal Udyan Restaurant","Fruits & Vegetables","roti-naan-kulcha, restaurant",999,TRUE
cmrm199qj000104l79guia4eq,"Missi Roti",39,39,"1 Roti","Wedson Restaurant","Fruits & Vegetables","restaurant, roti-naan-kulcha",999,TRUE
cmseejw1w001j04kv7oiuzm1c,"Mix Pakodi",100,100,"1 Pc","Bal Udyan Restaurant","Fruits & Vegetables","starter, restaurant",999,TRUE
cmsdltm2e000704jl3mab5vac,"Mix Paratha ",90,90,"1 Pc","Bal Udyan Restaurant","Fruits & Vegetables","breakfast, restaurant",999,TRUE
cmqigtmrg000004l11nz6jo3v,"Mix Sauce Pasta",125,125,"1 Plate","A.S. Restaurant","Fruits & Vegetables","italian-pasta, italian-pasta, italian-pastas, italian pasta's, pasta, veg, restaurant, restaurant",999,TRUE
cmqhxy8rt000204jxepz12vcs,"Mix Veg Garlic Bread",110,110,"Qty 1 (4 Pcs)","A.S. Restaurant","Fruits & Vegetables","garlic-bread, garlic-bread, garlic bread, garlic-breads, veg, restaurant, restaurant",999,TRUE
cmsdndssi000404k1yys6qhiz,"Mix Vegetable ",199,199,"1 Pc","Bal Udyan Restaurant","Fruits & Vegetables","main-course, restaurant",999,TRUE
cmsdls2l4000504jlcsp8x3ej,"Muli Paratha",80,80,"1 Pc","Bal Udyan Restaurant","Fruits & Vegetables","breakfast, restaurant",999,TRUE
cmqj0q4vb000104l2fcfjp2lh,"Musambi ",80,85,"1 kg","Grocery / Kirana","Fruits & Vegetables","fresh, fruits, vegetables",49,TRUE
cmrlmszdd000c04l5jxtecg3t,"Mushroom do pyaaza ",249,249,"1 Pc","Wedson Restaurant","Fruits & Vegetables","main-course, restaurant",999,TRUE
cmrmz9eeb000004kzx2kogy0b,"Mushroom Malai Tikka",249,249,"1 Pc","Wedson Restaurant","Fruits & Vegetables","restaurant, tandoori-nawab-nawab",999,TRUE
cmrlmu2gh000004l7fysthp1q,"Mushroom Masala ",249,249,"1 Pc","Wedson Restaurant","Fruits & Vegetables","restaurant, main-course",999,TRUE
cmsegeeng000404l86cowx2kp,"Mushroom Tikka ",220,220,"1 Pc","Bal Udyan Restaurant","Fruits & Vegetables","tandoori-nawab-nawab, restaurant",999,TRUE
cmsegf9lv000i04ldlv3qg9sm,"Mushroom Tikka Malai",249,249,"1 Pc","Bal Udyan Restaurant","Fruits & Vegetables","tandoori-nawab-nawab, restaurant",999,TRUE
cmrmz20np000404jp6irdfppn,"Mushroom Tikka Masala ",239,239,"1 Pc","Wedson Restaurant","Fruits & Vegetables","restaurant, tandoori-nawab-nawab",999,TRUE
cmqj10vnw000204l2uf9t6q4l,"Nariyal Gari",50,55,"1 Pc","Grocery / Kirana","Fruits & Vegetables","fresh, fruits, vegetables",49,TRUE
cmqj12r6i000004k0y7i9qq01,"Nariyal Pani ",89,99,"1 pc","Grocery / Kirana","Fruits & Vegetables","fresh, fruits, vegetables",12,TRUE
cmqkvcaz4000004l1nzolysqj,"Onion ( Pyaaz)",25,30,"1 Pc","Grocery / Kirana","Fruits & Vegetables","",14,TRUE
cmse8o68v000804lajfl4vd4n,"Onion Kulcha",55,55,"1 Pc","Bal Udyan Restaurant","Fruits & Vegetables","roti-naan-kulcha, restaurant",999,TRUE
cmqhrugyu000004i98zvpckjq,"Onion Pizza",109,119,"Qty 1","A.S. Restaurant","Fruits & Vegetables","pizza, restaurant",999,TRUE
cmqj05ijt000004kzbm9qxmoy,"Orange ",140,145,"1 kg","Grocery / Kirana","Fruits & Vegetables","fresh, fruits, vegetables",49,TRUE
cmqhzvpd3000104l1zw5ckyhs,"Oreo Chocolate Shake",100,100,"300 ml","A.S. Restaurant","Fruits & Vegetables","shakes, shakes, shake, milkshake, milkshakes, veg, restaurant, restaurant",999,TRUE
cmrsrzdeq000304kte45vq50j,"Oreo Shake",119,119,"1 Pc","Wedson Restaurant","Fruits & Vegetables","shake, restaurant",999,TRUE
cmsdmle88000404l9qf8te46e,"Palak Paneer",125,125,"1 Pc","Bal Udyan Restaurant","Fruits & Vegetables","main-course, restaurant",999,TRUE
cmsed8908000104jpzcbqokt0,"Paneer 65",130,130,"1 Pc","Bal Udyan Restaurant","Fruits & Vegetables","starter, restaurant",999,TRUE
cmsdmhqj3000205l6f9i3x09q,"Paneer Bhurji",199,199,"Full plate","Bal Udyan Restaurant","Fruits & Vegetables","main-course, north-indian, curry, dal-makhani, paneer-butter-masala, paneer, main-course, dal, veg, restaurant, restaurant",99999,TRUE
cmrlmp3cg000404l5eqemt275,"Paneer Bhurji",249,249,"1 Pc","Wedson Restaurant","Fruits & Vegetables","main-course, restaurant",999,TRUE
cmrt3vbmg000704jpx4tcnvd5,"Paneer Burger",109,109,"1 Pc","Wedson Restaurant","Fruits & Vegetables","burger, restaurant",999,TRUE
cmqhv2kmm000104ib8qg2hypi,"Paneer Burger",50,50,"Qty 1","A.S. Restaurant","Fruits & Vegetables","burgers, burgers, burger, veg-burger, cheese-burger, paneer-burger, veg, restaurant, restaurant",991,TRUE
cmsdmczca000104l7nbptmnn0,"Paneer Butter Masala",225,225,"Full ","Bal Udyan Restaurant","Fruits & Vegetables","main-course, north-indian, curry, dal-makhani, paneer-butter-masala, paneer, main-course, dal, veg, restaurant, restaurant",9999,TRUE
cmrl24qmo000004jr7ev2408f,"Paneer Butter Masala ",239,239,"1 Pc","Wedson Restaurant","Fruits & Vegetables","restaurant, main-course",999,TRUE
cmqhv67ku000004jxd0rt6tz2,"Paneer Cheeze Burger",75,75,"Qty 1","A.S. Restaurant","Fruits & Vegetables","burgers, burgers, burger, veg-burger, cheese-burger, paneer-burger, veg, restaurant, restaurant",999,TRUE
cmqj7jiiy000204jv9ggxmt64,"Paneer Cheeze Frankie Roll",90,90,"1 Roll","A.S. Restaurant","Fruits & Vegetables","frankie-rolls, frankie-rolls, frankie rolls, frankie-roll, frankie roll, rolls, roll, kathi roll, kathi-roll, veg, restaurant, restaurant",999,TRUE
cmqhxwyd8000104jxwte0tsvg,"Paneer Cheeze Garlic Bread",115,115,"Qty 1 (4 Pcs)","A.S. Restaurant","Fruits & Vegetables","garlic-bread, garlic-bread, garlic bread, garlic-breads, veg, restaurant, restaurant",999,TRUE
cmqhvscox000004i88wio37ya,"Paneer Cheeze Sandwitch",90,90,"Qty 1","A.S. Restaurant","Fruits & Vegetables","sandwiches, sandwiches, sandwich, veg, restaurant, restaurant",999,TRUE
cmsdmui3k000804l9ifgkbkco,"Paneer Dil Bahar",280,280,"1 Pc","Bal Udyan Restaurant","Fruits & Vegetables","main-course, restaurant",999,TRUE
cmrl2gmxh000004jst4bq85c1,"Paneer do pyaaza",289,289,"1 Pc","Wedson Restaurant","Fruits & Vegetables","restaurant, main-course",999,TRUE
cmsdmeyah000304l79xltycux,"Paneer Do Pyaaza",240,240,"Full","Bal Udyan Restaurant","Fruits & Vegetables","main-course, north-indian, curry, dal-makhani, paneer-butter-masala, paneer, main-course, dal, veg, restaurant, restaurant",99999,TRUE
cmqj7h4vv000104jv1m9nmhvo,"Paneer Frankie Roll",80,80,"1 Roll","A.S. Restaurant","Fruits & Vegetables","frankie-rolls, frankie-rolls, frankie rolls, frankie-roll, frankie roll, rolls, roll, kathi roll, kathi-roll, veg, restaurant, restaurant",999,TRUE
cmqi3xox3000104l4gspat3pi,"Paneer Fried Momos",65,65,"8 Pcs","A.S. Restaurant","Fruits & Vegetables","hot-bite, hot-bite, snacks, momos, veg, restaurant, restaurant",999,TRUE
cmqjdbztr000104jswmqy0lxx,"Paneer Fried Rice",105,105,"1 Plate","A.S. Restaurant","Fruits & Vegetables","rice-dishes, rice-dishes, rice dishes, rice-dish, rice dish, biryani, pulav, veg, restaurant, restaurant",999,TRUE
cmqj7kgcm000304jvmx7w0kma,"Paneer Kathi Roll",90,90,"1 Roll","A.S. Restaurant","Fruits & Vegetables","frankie-rolls, frankie-rolls, frankie rolls, frankie-roll, frankie roll, rolls, roll, kathi roll, kathi-roll, veg, restaurant, restaurant",999,TRUE
cmse8lu0t000504larmo0oh90,"Paneer Kulcha ",55,55,"1 Pc","Bal Udyan Restaurant","Fruits & Vegetables","roti-naan-kulcha, restaurant",999,TRUE
cmrl2dfi2000104jyehvgdun1,"Paneer Lababdaar",289,289,"1 Pc","Wedson Restaurant","Fruits & Vegetables","restaurant, main-course",999,TRUE
cmsdmdyja000204l7a85zaut3,"Paneer Lababdaar",239,239,"Full","Bal Udyan Restaurant","Fruits & Vegetables","main-course, north-indian, curry, dal-makhani, paneer-butter-masala, paneer, main-course, dal, veg, restaurant, restaurant",99999,TRUE
cmqhts7vn000004l1tom75kqk,"Paneer Makhani Pizza",149,159,"Qty 1","A.S. Restaurant","Fruits & Vegetables","pizza, restaurant",999,TRUE
cmsegc6ry000f04ldln5dhwnl,"Paneer Malai Tikka ",249,249,"1 Pc","Bal Udyan Restaurant","Fruits & Vegetables","tandoori-nawab-nawab, restaurant",999,TRUE
cmrmyaa1w000104ldi88g5p3c,"Paneer Malai Tikka ",269,269,"1 Pc","Wedson Restaurant","Fruits & Vegetables","restaurant, tandoori-nawab-nawab",999,TRUE
cmsedgeal000304l4gr1qu1gr,"Paneer Manchurian ",199,199,"1 Pc","Bal Udyan Restaurant","Fruits & Vegetables","starter, restaurant",999,TRUE
cmqi21si4000004jubnu2g1cx,"Paneer Noodles",95,95,"1 Plate","A.S. Restaurant","Fruits & Vegetables","chinese, chinese, chinese-cuisine, chinese cuisine, veg, restaurant, restaurant",999,TRUE
cmseej4pb001i04kv9jvy2cmt,"Paneer Pakodi",150,150,"1 Pc","Bal Udyan Restaurant","Fruits & Vegetables","starter, restaurant",999,TRUE
cmsdlf4ws000704kycfb5zga3,"Paneer Paratha",99,99,"1 Pc","Bal Udyan Restaurant","Fruits & Vegetables","breakfast, restaurant",999,TRUE
cmrlvvna6000304l01gaoau7n,"Paneer Paratha (2 Pc)",149,149,"1 Pc","Wedson Restaurant","Fruits & Vegetables","restaurant, breakfast",999,FALSE
cmsdmoqvg000604l9detin6ga,"Paneer Pasanda",239,239,"1 Pc","Bal Udyan Restaurant","Fruits & Vegetables","main-course, restaurant",999,TRUE
cmqhvpaww000204jx72plxjya,"Paneer Sandwitch",80,80,"Qty 1","A.S. Restaurant","Fruits & Vegetables","sandwiches, sandwiches, sandwich, veg, restaurant, restaurant",997,TRUE
cmrmxv377000104l4cl826asl,"Paneer Tikka ",239,239,"1 Pc","Wedson Restaurant","Fruits & Vegetables","restaurant, tandoori-nawab-nawab",999,TRUE
cmsegb6j3000e04ldl76a3tf0,"Paneer Tikka ",220,220,"1 Pc","Bal Udyan Restaurant","Fruits & Vegetables","tandoori-nawab-nawab, restaurant",999,TRUE
cmrmflcmm000105jsautpv6kc,"Paneer Tikka Biryani",269,269,"1 Pc","Wedson Restaurant","Fruits & Vegetables","restaurant, basmati-rice-/-biryani",998,TRUE
cmrl1v5co000004il4r5m2ezn,"Paneer Tikka Masala ",289,289,"1 Pc","Wedson Restaurant","Fruits & Vegetables","restaurant, main-course",999,TRUE
cmsdm5v2z000104kwpwb9t2be,"Paneer Tikka Masala ",239,239,"1 Pc","Bal Udyan Restaurant","Fruits & Vegetables","main-course, restaurant",999,TRUE
cmrt0h30j000004jr0k0642zs,"Paneer Tikka Pizza ",249,249,"1 Pc","Wedson Restaurant","Fruits & Vegetables","pizza, restaurant",999,TRUE
cmsdmyqdl000104k1w46oisim,"Paneer Tiranga ",290,290,"1 Pc","Bal Udyan Restaurant","Fruits & Vegetables","main-course, restaurant",999,TRUE
cmqky6ixi000004l8cyukixz8,"Parwal",35,40,"1 Pc","Grocery / Kirana","Fruits & Vegetables","",157,TRUE
cmsee5xry001e04kv7925ozvk,"Pav bhaji ",110,110,"1 Pc","Bal Udyan Restaurant","Fruits & Vegetables","starter, restaurant",999,TRUE
cmrt0xqc2000d04jp0g6h4e69,"Pavbhaji ",149,149,"1 Pc","Wedson Restaurant","Fruits & Vegetables","pizza, restaurant",999,TRUE
cmrswtpsz000004l7yn9z2oq0,"Peanut Masala ",129,129,"1 Pc","Wedson Restaurant","Fruits & Vegetables","starter, restaurant",999,TRUE
cmsec9luz000104kvtkg2cumw,"Peanut Masala ",99,99,"1 Pc","Bal Udyan Restaurant","Fruits & Vegetables","starter, restaurant",999,TRUE
cmseei5qt001h04kvqs2rsq45,"Peri Peri French Fries ",100,100,"1 Pc","Bal Udyan Restaurant","Fruits & Vegetables","starter, restaurant",999,TRUE
cmqj1q790000004l1l1jxjv6i,"Pineapple ( Ananas)",80,85,"1 pc","Grocery / Kirana","Fruits & Vegetables","fresh, fruits, vegetables",50,TRUE
cmrsryjif000204ktygqffk9g,"Pineapple Shake",119,119,"1 Pc","Wedson Restaurant","Fruits & Vegetables","shake, restaurant",999,TRUE
cmrt5y0bg000604jp9i8240ay,"Pink Pasta ",239,239,"1 Pc","Wedson Restaurant","Fruits & Vegetables","pasta, restaurant",999,TRUE
cmqhvyb4x000204i8q8a2npdz,"Pizza Sandwitch",135,135,"Qty 1","A.S. Restaurant","Fruits & Vegetables","sandwiches, sandwiches, sandwich, veg, restaurant, restaurant",999,TRUE
cmrm15fvf000004jzdgouciuz,"Plain Naan",35,35,"1 Naan","Wedson Restaurant","Fruits & Vegetables","restaurant, roti-naan-kulcha",999,TRUE
cmse84uag000004jpga7x2psr,"Plain Naan ",25,25,"1 Pc","Bal Udyan Restaurant","Fruits & Vegetables","roti-naan-kulcha, restaurant",999,TRUE
cmsdlj1dp000604l2cap28x6u,"Poha",80,80,"1 Pc","Bal Udyan Restaurant","Fruits & Vegetables","breakfast, paratha, poori, chole-bhature, nashta, poha, veg, restaurant",999,TRUE
cmrlvy1pv000204kz9f6xxprs,"Poha",99,99,"1 Pc","Wedson Restaurant","Fruits & Vegetables","restaurant, breakfast",998,FALSE
cmqizrvzf000004kyjzisnswi,"Pomegranate(Anaar)",149,160,"1 kg","Grocery / Kirana","Fruits & Vegetables","fresh, fruits, vegetables",42,TRUE
cmrlvwuzi000304l7h82uwdvt,"Poori Bhaji (4 Pcs)",149,149,"1 Pc","Wedson Restaurant","Fruits & Vegetables","restaurant, breakfast",999,FALSE
cmqkn5ukr000004i8qzte3gk6,"Potato (Aalo)",25,30,"1 pc","Grocery / Kirana","Fruits & Vegetables","",92,TRUE
cmsed29f7000104jp0gusilkk,"Potato Cheese Ball",130,130,"1 Pc","Bal Udyan Restaurant","Fruits & Vegetables","starter, restaurant",999,TRUE
cmqkts44z000004jldomcvr33,"Pumpkin ( Kaddu)",15,20,"1 Pc","Grocery / Kirana","Fruits & Vegetables","",94,TRUE
cmru4s4eg000904jou5euhpg2,"Punjabi Paneer Tikka",259,259,"1 Pc","Wedson Restaurant","Fruits & Vegetables","restaurant, special-starters",999,TRUE
cmse8suxo000a04layqk56o1a,"Puri",10,10,"1 Pc","Bal Udyan Restaurant","Fruits & Vegetables","roti-naan-kulcha, restaurant",999,TRUE
cmsdlbvdu000104la2hhqk2i8,"Puri bhaji",80,80,"1 Pc","Bal Udyan Restaurant","Fruits & Vegetables","breakfast, restaurant",999,TRUE
cmqkwkgnz000004l8ljmh1hcb,"Purple Brinjal ( Baigan)",40,35,"1 Pc","Grocery / Kirana","Fruits & Vegetables","",100,TRUE
cmrt5udjm000204jpzo1is7y7,"Red Pasta",199,199,"1 Pc","Wedson Restaurant","Fruits & Vegetables","restaurant, pasta",999,TRUE
cmqiggt09000004l86a1apssj,"Red Sauce Pasta",115,115,"1 Plate","A.S. Restaurant","Fruits & Vegetables","italian-pasta, italian-pasta, italian-pastas, italian pasta's, pasta, veg, restaurant, restaurant",999,TRUE
cmqi273r1000004ic6e36qx4z,"Sezwan Noodles",90,90,"1 Plate","A.S. Restaurant","Fruits & Vegetables","chinese, chinese, chinese-cuisine, chinese cuisine, veg, restaurant, restaurant",999,TRUE
cmqjdjt3i000004jseqdvheia,"Sezwan Rice",95,95,"1 Plate","A.S. Restaurant","Fruits & Vegetables","rice-dishes, rice-dishes, rice dishes, rice-dish, rice dish, biryani, pulav, veg, restaurant, restaurant",999,TRUE
cmqigfcf4000004ldcqc58t9f,"Sezwan Sauce Pasta",95,95,"1 Plate","A.S. Restaurant","Fruits & Vegetables","italian-pasta, italian-pasta, italian-pastas, italian pasta's, pasta, veg, restaurant, restaurant",999,TRUE
cmrlmo5cc000104l5g7w5dy8w,"Shahi Paneer",225,225,"1 Pc","Wedson Restaurant","Fruits & Vegetables","restaurant, main-course",998,TRUE
cmsdmqqz0000304le69scj6e1,"Shahi Paneer ",199,199,"1 Pc","Bal Udyan Restaurant","Fruits & Vegetables","main-course, restaurant",999,TRUE
cmqi2l00e000004l1i0tlf3uw,"Singapuri Noodles",105,105,"1 Plate","A.S. Restaurant","Fruits & Vegetables","chinese, chinese, chinese-cuisine, chinese cuisine, veg, restaurant, restaurant",999,TRUE
cmqjdsq0u000104js445kl6jw,"Singapuri Rice",115,115,"1 Plate","A.S. Restaurant","Fruits & Vegetables","rice-dishes, rice-dishes, rice dishes, rice-dish, rice dish, biryani, pulav, veg, restaurant, restaurant",999,TRUE
cmsdn3ch0000004jianhyshvo,"Soya chaap masala ",210,210,"1 Pc","Bal Udyan Restaurant","Fruits & Vegetables","main-course, restaurant",998,TRUE
cmrlms62y000b04l5savd1f78,"Soya Chaap Masala ",289,289,"1 Pc","Wedson Restaurant","Fruits & Vegetables","restaurant, main-course",999,TRUE
cmru4v0uw000004jm2d2t9t6h,"Soya malai chaap",219,219,"1 Pc","Wedson Restaurant","Fruits & Vegetables","special-starters, restaurant",999,TRUE
cmsee4zo5001d04kvsuxuhr3d,"Soya Malai Chaap",199,199,"1 Pc","Bal Udyan Restaurant","Fruits & Vegetables","starter, restaurant",999,TRUE
cmru4wy6w000004i8ld5xg142,"Soya Masala Chaap",239,239,"1 Pc","Wedson Restaurant","Fruits & Vegetables","special-starters, restaurant",999,TRUE
cmsec7gub000704jvoad020fn,"Spanich Corn Roll",140,140,"1 Pc","Bal Udyan Restaurant","Fruits & Vegetables","starter, restaurant",999,TRUE
cmqhw38rc000004l4wbswlwzc,"Special Sandwich",100,100,"Qty 1","A.S. Restaurant","Fruits & Vegetables","sandwiches, sandwiches, sandwich, veg, restaurant, restaurant",999,TRUE
cmqhtzt1t000004jorbi3qwp4,"Spicy Veggie Pizza",149,159,"Qty 1","A.S. Restaurant","Fruits & Vegetables","pizza, restaurant",999,TRUE
cmqi41wcm000004jpiod6g5ko,"Spring Roll",50,50,"1 Plate","A.S. Restaurant","Fruits & Vegetables","hot-bite, hot-bite, snacks, momos, veg, restaurant, restaurant",996,TRUE
cmrmf1y7l000004jooq294z9e,"Steamed Rice",119,119,"1 Pc","Wedson Restaurant","Fruits & Vegetables","restaurant, basmati-rice-/-biryani",999,TRUE
cmrsrj1tm000104ktm7atwbgm,"Strawberry Shake",113,119,"1 Pc","Wedson Restaurant","Fruits & Vegetables","shake, desserts, ice-cream",999,TRUE
cmqhzo083000204ic1ujhimgj,"Strawberry Shake",85,85,"300 ml","A.S. Restaurant","Fruits & Vegetables","shakes, shakes, shake, milkshake, milkshakes, veg, restaurant, restaurant",999,TRUE
cmrm1ariv000204l76ngsam10,"Stuffed Aloo Kulcha ",59,59,"1 Kulcha","Wedson Restaurant","Fruits & Vegetables","restaurant, roti-naan-kulcha",999,TRUE
cmse8y26z000c04jwqcr7pq6m,"Stuffed Kulcha ",50,50,"1 Pc","Bal Udyan Restaurant","Fruits & Vegetables","roti-naan-kulcha, restaurant",999,TRUE
cmse8x5af000b04jwxbqv1mwl,"Stuffed Naan",50,50,"1 Pc","Bal Udyan Restaurant","Fruits & Vegetables","roti-naan-kulcha, restaurant",999,TRUE
cmrm1bipx000504l7jzzj8ssh,"Stuffed Paneer Kulcha",79,79,"1 Kulcha","Wedson Restaurant","Fruits & Vegetables","restaurant, roti-naan-kulcha",999,TRUE
cmsecc5iv000304kvwmwi9neg,"Sweet Corn Masala ",99,99,"1 Pc","Bal Udyan Restaurant","Fruits & Vegetables","starter, restaurant",999,TRUE
cmqhtmaqg000004ld19thbri9,"Sweet Corn Pizza",129,139,"Qty 1","A.S. Restaurant","Fruits & Vegetables","pizza, restaurant",999,TRUE
cmse62i04000604lgwozys7m8,"Tandoori Butter Roti ",15,15,"1 Pc","Bal Udyan Restaurant","Fruits & Vegetables","roti-naan-kulcha, restaurant",999,TRUE
cmqhtugvz000004jmp6yuo0xi,"Tandoori Paneer Pizza",149,159,"Qty 1","A.S. Restaurant","Fruits & Vegetables","pizza, restaurant",999,TRUE
cmse61b1w000204lgplv5l8yx,"Tandoori Plain Roti",10,10,"1 Pc","Bal Udyan Restaurant","Fruits & Vegetables","roti-naan-kulcha, restaurant",999,TRUE
cmru58umu000504jxuxfb0gji,"Tandoori Plater ",299,299,"1 Pc","Wedson Restaurant","Fruits & Vegetables","special-starters, restaurant",999,TRUE
cmrm13y8x000004kzj8994frg,"Tandoori Roti Butter",20,20,"1 Roti","Wedson Restaurant","Fruits & Vegetables","restaurant, roti-naan-kulcha",999,TRUE
cmrm12nnp000i04jzdpefptef,"Tandoori Roti Plain",15,15,"1 Roti","Wedson Restaurant","Fruits & Vegetables","restaurant, roti-naan-kulcha",999,TRUE
cmqknc86a000004l14k1zhdmk,"Tomato ( Tamatar)",50,60,"1 pc","Grocery / Kirana","Fruits & Vegetables","",93,TRUE
cmqht3pis000004jmml4tir0s,"Tomato Pizza",109,119,"Qty 1","A.S. Restaurant","Fruits & Vegetables","pizza, restaurant",999,TRUE
cmrlmya70000804joqnuorx4w,"Turban Paneer Masala ",319,319,"1 Pc","Wedson Restaurant","Fruits & Vegetables","restaurant, main-course",999,TRUE
cmrss5aar000404jx8x5l8p0y,"Vanilla Shake",119,119,"1 Pc","Wedson Restaurant","Fruits & Vegetables","desserts, shake, shakes, restaurant",999,TRUE
cmqhzlgby000004icf92dj6ua,"Vanilla Shake",85,85,"300 ml","A.S. Restaurant","Fruits & Vegetables","shakes, shakes, shake, milkshake, milkshakes, veg, restaurant, restaurant",999,TRUE
cmrmfkc3w000005jsz6sq8xuw,"Veg biryani",229,229,"1 Pc","Wedson Restaurant","Fruits & Vegetables","restaurant, basmati-rice-/-biryani",999,TRUE
cmqhv1hej000004ibh5q6wzgg,"Veg Burger",40,40,"Qty 1","A.S. Restaurant","Fruits & Vegetables","burgers, burgers, burger, veg-burger, cheese-burger, paneer-burger, veg, restaurant, restaurant",997,TRUE
cmrt3qx89000104jp3ukhahpj,"Veg Burger ",69,69,"1 Pc","Wedson Restaurant","Fruits & Vegetables","restaurant, burger",998,TRUE
cmrsuw5kk000104l14nl01rim,"Veg Cream of Mushroom ",119,119,"1 Pc","Wedson Restaurant","Fruits & Vegetables","restaurant, soup",999,TRUE
cmqj7g0ms000004jvs6xbmk8f,"Veg Frankie Roll",70,70,"1 Roll","A.S. Restaurant","Fruits & Vegetables","frankie-rolls, frankie-rolls, frankie rolls, frankie-roll, frankie roll, rolls, roll, kathi roll, kathi-roll, veg, restaurant, restaurant",998,TRUE
cmqi3vz1u000004l4spawcpbv,"Veg Fried Momos",50,50,"8 pcs","A.S. Restaurant","Fruits & Vegetables","hot-bite, hot-bite, snacks, momos, veg, restaurant, restaurant",999,TRUE
cmqjd9nvb000004jsfg3ewbza,"Veg Fried Rice",80,80,"1 Plate","A.S. Restaurant","Fruits & Vegetables","rice-dishes, rice-dishes, rice dishes, rice-dish, rice dish, biryani, pulav, veg, restaurant, restaurant",997,TRUE
cmrt0taao000404jrmvvshf05,"Veg Grilled Sandwich ",149,149,"1 Pc","Wedson Restaurant","Fruits & Vegetables","restaurant, pizza",999,TRUE
cmrsuqd84000104l7g989ogmi,"Veg Hot & Sour Soup",119,119,"1 Pc","Wedson Restaurant","Fruits & Vegetables","soup, restaurant",999,TRUE
cmrsv3kmv000004l141nb4g7o,"Veg Manchow Soup",119,119,"1 Pc","Wedson Restaurant","Fruits & Vegetables","soup, restaurant",999,TRUE
cmsedikrk000504l4sc97uyq2,"Veg Manchurian ",165,165,"1 Pc","Bal Udyan Restaurant","Fruits & Vegetables","starter, restaurant",999,TRUE
cmqhvmm7b000004jxhu7strzq,"Veg Masala Sandwitch",70,70,"Qty 1","A.S. Restaurant","Fruits & Vegetables","sandwiches, sandwiches, sandwich, veg, restaurant, restaurant",999,TRUE
cmrmfb6fc000004l0vpzzbqjj,"Veg Navratan Pulav",199,199,"1 Pc","Wedson Restaurant","Fruits & Vegetables","restaurant, basmati-rice-/-biryani",999,TRUE
cmqi1tksh000004icq037c12i,"Veg Noodles",60,60,"1 Plate","A.S. Restaurant","Fruits & Vegetables","chinese, chinese, chinese-cuisine, chinese cuisine, veg, restaurant, restaurant",999,TRUE
cmrmf7qus000004i9uwd6ldhc,"Veg Pulav",159,159,"1 Pc","Wedson Restaurant","Fruits & Vegetables","restaurant, basmati-rice-/-biryani",999,TRUE
cmrt0s447000204jr74hce80k,"Veg Sandwich ",139,139,"1 Pc","Wedson Restaurant","Fruits & Vegetables","pizza, restaurant",999,TRUE
cmru565v2000304jxsbnmjmit,"Veg Seekh Kebab ",199,199,"1 Pc","Wedson Restaurant","Fruits & Vegetables","special-starters, restaurant",999,TRUE
cmqhuctgp000004joxvh4wa9e,"Veg Special Pizza",169,179,"Qty 1","A.S. Restaurant","Fruits & Vegetables","pizza, restaurant",999,TRUE
cmrsukjvt000204l1dmv65rid,"Veg Sweet Corn Soup",119,119,"1 Pc","Wedson Restaurant","Fruits & Vegetables","restaurant, soup",999,TRUE
cmrswn8a0000004l45lulcjqj,"Vegetable Spring Roll",129,129,"1 Pc","Wedson Restaurant","Fruits & Vegetables","restaurant, starter",999,TRUE
cmsec1i6w000104jva5v94zlt,"Vegetable Spring Rolls",110,110,"1 Pc","Bal Udyan Restaurant","Fruits & Vegetables","starter, restaurant",999,TRUE
cmqhuj9qq000004jod1cke6xa,"Veggie Delite Pizza",189,199,"Qty 1","A.S. Restaurant","Fruits & Vegetables","pizza, restaurant",999,TRUE
cmqhuaceu000004ju23hbam9a,"Veggie Overloaded Pizza",165,169,"Qty 1","A.S. Restaurant","Fruits & Vegetables","pizza, restaurant",999,TRUE
